Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
Accenture,NULL,France,RandD,S1,175000,77,135,50,2018,8000
Genpact,XY,Australia,HR,S5,125000,77,270,20,2021,4000
Infosys,XY,UK,testing,S2,125000,71,135,35,2021,7000
Oracle,LM,UK,ITandInfrastructure,S7,175000,83,210,30,2018,9000
Capgemini,XY,Canada,Finance,S6,150000,74,270,50,2017,9000
Zogho,XY,Australia,consulting,S1,100000,77,120,35,2016,7000
TATA,LM,Canada,RandD,S1,115000,85,270,20,2021,5000
HCL,AB,Australia,NULL,S4,200000,93,180,30,2019,8000
TATA,LM,US,HR,S2,200000,96,270,20,2016,9000
Zogho,PQ,India,consulting,S3,125000,92,210,35,2018,9000
Wipro,AB,India,ITandInfrastructure,NULL,150000,79,150,20,2021,8000
Wipro,BC,France,NULL,S1,150000,73,120,20,2017,7000
Genpact,NULL,France,RandD,S5,165000,99,135,40,2022,3000
TATA,LM,France,HR,S2,175000,88,100,15,2019,6000
Oracle,AB,India,HR,NULL,165000,97,100,40,2020,10000
Zogho,AB,US,consulting,S4,200000,84,180,45,2021,8000
HCL,PQ,France,HR,NULL,125000,86,270,45,2017,8000
TATA,LM,Australia,testing,S5,150000,100,100,40,2019,9000
Infosys,LM,Germany,consulting,S5,175000,82,210,50,2020,6000
Accenture,XY,France,administration,S4,115000,100,100,30,2016,4000
TATA,XY,Japan,ITandInfrastructure,S6,200000,98,270,35,2016,6000
IBM,LM,UK,HR,S1,200000,86,135,45,2018,7000
Capgemini,NULL,UAE,testing,NULL,100000,76,180,30,2019,8000
Genpact,XX,Australia,consulting,S5,115000,72,270,45,2019,8000
IBM,AB,Canada,NULL,S7,125000,88,270,45,2018,6000
Infosys,NN,India,administration,NULL,165000,95,270,40,2022,8000
Accenture,LM,US,consulting,S2,165000,77,270,50,2021,5000
HCL,AB,US,consulting,S1,150000,83,150,15,2017,5000
Accenture,PQ,UAE,Finance,S4,125000,84,270,35,2018,4000
TATA,XX,Japan,testing,NULL,200000,73,270,20,2016,10000
Wipro,BC,Canada,ITandInfrastructure,S6,115000,84,150,25,2022,5000
Capgemini,XX,UAE,HR,S7,100000,90,270,40,2022,10000
TATA,LM,Japan,HR,S7,125000,93,210,35,2022,5000
Capgemini,XY,Australia,administration,S1,175000,75,100,50,2016,6000
Oracle,AB,India,HR,S4,200000,85,150,50,2016,8000
Wipro,XY,UAE,ITandInfrastructure,S2,165000,86,270,35,2022,4000
IBM,PQ,France,HR,S6,150000,71,270,35,2022,4000
Wipro,LM,UAE,NULL,S2,165000,72,120,45,2022,7000
Oracle,AB,France,HR,S3,150000,72,120,20,2022,3000
Accenture,LM,UAE,testing,S2,125000,77,135,40,2019,10000
TATA,NN,France,administration,S5,200000,77,180,25,2017,7000
Capgemini,BC,US,HR,S7,100000,75,135,45,2022,3000
Genpact,AB,UAE,RandD,S2,200000,96,270,45,2016,10000
Wipro,LM,Canada,Finance,S1,200000,90,100,40,2021,3000
Oracle,AB,Germany,ITandInfrastructure,NULL,125000,99,150,35,2022,3000
TATA,NN,France,RandD,S4,150000,95,270,50,2019,9000
IBM,XY,India,testing,S6,125000,88,210,15,2017,9000
Accenture,NN,France,ITandInfrastructure,S7,115000,91,150,20,2018,5000
IBM,NULL,Japan,RandD,S1,200000,70,120,50,2018,9000
Zogho,NN,US,RandD,NULL,115000,74,120,50,2020,5000
TATA,NN,France,NULL,NULL,165000,94,135,50,2021,9000
Genpact,AB,Australia,administration,S2,175000,76,120,45,2017,9000
IBM,NN,UAE,NULL,S3,100000,76,120,35,2016,10000
Genpact,PQ,UK,HR,S2,150000,75,100,50,2017,7000
IBM,AB,UAE,RandD,NULL,150000,76,135,50,2019,3000
Accenture,PQ,UAE,testing,NULL,150000,91,100,50,2016,5000
Oracle,NN,Germany,RandD,S4,150000,79,150,40,2016,9000
Genpact,XX,UAE,HR,S1,200000,84,150,20,2019,4000
Wipro,XY,India,RandD,S3,115000,100,100,20,2019,3000
Zogho,AB,UK,HR,S4,175000,100,180,15,2021,9000
HCL,PQ,France,consulting,S1,115000,77,135,25,2022,4000
Oracle,LM,France,NULL,S4,100000,85,120,40,2016,8000
IBM,LM,Germany,RandD,S5,175000,78,270,20,2016,8000
Accenture,XX,Germany,NULL,S3,165000,72,120,15,2019,4000
Genpact,NULL,Australia,testing,S6,165000,90,100,15,2021,8000
Oracle,AB,India,testing,S7,125000,70,100,45,2017,5000
Zogho,XX,India,consulting,S4,165000,72,150,20,2019,6000
Wipro,XX,India,consulting,S4,115000,93,100,15,2022,8000
Infosys,LM,Japan,administration,S1,165000,81,135,20,2020,9000
Genpact,BC,UK,testing,S4,100000,74,120,35,2016,6000
Oracle,BC,France,testing,S6,100000,96,100,50,2022,5000
TATA,NN,US,RandD,S6,200000,85,150,15,2021,3000
Accenture,AB,Australia,RandD,S2,150000,96,135,35,2018,7000
Capgemini,XX,US,Finance,NULL,165000,92,120,25,2017,6000
Capgemini,NULL,Japan,consulting,S3,115000,77,120,40,2020,3000
Accenture,NULL,Japan,NULL,S2,150000,100,150,15,2022,6000
Oracle,PQ,UAE,ITandInfrastructure,S2,165000,73,150,40,2018,8000
Zogho,PQ,Germany,NULL,S7,200000,78,150,45,2017,9000
Zogho,LM,UK,HR,S6,125000,82,270,15,2021,9000
TATA,XX,US,administration,S1,165000,79,120,45,2020,8000
Zogho,XY,Germany,RandD,S7,125000,97,135,45,2017,6000
Wipro,XX,Australia,consulting,S1,100000,77,210,25,2020,8000
Wipro,LM,Japan,ITandInfrastructure,S4,150000,82,100,15,2022,3000
Oracle,LM,Australia,NULL,S3,200000,73,120,25,2018,9000
Oracle,NULL,UK,NULL,S6,175000,78,180,45,2021,4000
HCL,XX,US,HR,S5,165000,95,135,30,2019,3000
Wipro,XX,UAE,consulting,S5,115000,95,120,30,2018,5000
Zogho,NN,UK,ITandInfrastructure,S1,115000,76,180,25,2020,9000
Capgemini,XY,UAE,consulting,S7,175000,98,100,40,2021,7000
Infosys,NULL,Germany,ITandInfrastructure,S2,100000,84,100,50,2020,3000
Capgemini,AB,France,ITandInfrastructure,S2,175000,93,135,25,2018,4000
Genpact,AB,Australia,ITandInfrastructure,S4,125000,98,150,40,2021,3000
Zogho,AB,US,HR,S5,100000,97,210,20,2019,10000
Zogho,BC,Australia,RandD,S1,115000,90,100,25,2016,10000
Wipro,LM,US,testing,S4,115000,98,135,30,2019,3000
Accenture,XY,India,ITandInfrastructure,S4,115000,88,270,15,2021,10000
Infosys,XX,Japan,administration,S1,165000,94,180,35,2018,6000
Genpact,NN,Germany,RandD,S1,200000,83,120,50,2021,6000
Wipro,AB,India,ITandInfrastructure,S3,175000,85,135,25,2021,6000
Genpact,XY,Germany,RandD,S1,200000,82,210,45,2016,9000
TATA,AB,Australia,ITandInfrastructure,S7,175000,70,210,50,2020,8000
Genpact,XX,UK,HR,S4,100000,72,270,20,2018,8000
Infosys,LM,Australia,HR,S4,100000,84,180,40,2017,10000
Oracle,AB,France,HR,S6,175000,100,180,50,2021,10000
Genpact,PQ,UAE,consulting,S4,150000,96,180,35,2021,3000
TATA,NULL,Australia,NULL,S2,115000,78,180,30,2017,8000
Infosys,LM,Canada,consulting,S7,100000,93,210,20,2019,5000
Capgemini,PQ,Canada,HR,S7,100000,93,180,45,2017,7000
IBM,LM,Canada,administration,S3,175000,83,150,30,2018,10000
Oracle,BC,Japan,NULL,S3,165000,96,180,15,2022,7000
Infosys,PQ,India,Finance,S3,115000,87,100,20,2021,5000
HCL,PQ,Germany,ITandInfrastructure,S6,200000,98,270,25,2022,6000
HCL,XX,Canada,administration,S7,200000,71,120,40,2019,9000
Wipro,PQ,Japan,ITandInfrastructure,S4,125000,84,180,30,2022,9000
Oracle,LM,Japan,Finance,S2,165000,90,270,30,2021,9000
Genpact,LM,Australia,Finance,S3,100000,87,270,50,2022,4000
Oracle,XY,Germany,Finance,S7,165000,73,100,30,2019,9000
IBM,XY,India,NULL,S1,165000,91,100,35,2019,4000
Infosys,BC,Japan,testing,S3,200000,74,150,15,2022,3000
TATA,BC,Canada,NULL,S3,175000,100,135,30,2020,5000
IBM,XX,Japan,consulting,S1,165000,78,100,40,2021,3000
Infosys,PQ,Japan,consulting,S1,100000,89,120,20,2017,9000
IBM,NULL,Canada,administration,NULL,150000,91,210,30,2019,7000
IBM,NULL,Australia,testing,S7,115000,71,100,30,2020,7000
TATA,PQ,UK,ITandInfrastructure,S4,175000,88,180,45,2016,6000
Wipro,PQ,Japan,testing,S6,175000,82,100,50,2022,6000
HCL,XY,Australia,HR,S3,200000,82,180,25,2019,10000
Zogho,LM,Germany,ITandInfrastructure,S3,150000,96,120,40,2020,3000
Infosys,XY,US,testing,S2,150000,82,180,25,2022,3000
TATA,NULL,Australia,HR,S2,165000,100,135,45,2020,4000
Infosys,NN,UAE,ITandInfrastructure,S5,125000,77,135,35,2021,6000
Wipro,NN,UAE,administration,S4,200000,71,120,25,2019,3000
TATA,BC,UK,Finance,S4,125000,98,210,35,2021,8000
Oracle,AB,India,administration,S5,200000,73,210,35,2022,5000
IBM,AB,India,Finance,S3,115000,81,150,15,2020,9000
IBM,NULL,US,Finance,S7,115000,82,135,50,2017,3000
Wipro,PQ,India,consulting,S3,125000,96,100,15,2018,6000
Wipro,NULL,India,HR,S2,165000,84,120,20,2022,5000
TATA,LM,Germany,HR,S4,100000,94,180,25,2022,7000
Genpact,BC,Germany,Finance,S6,200000,95,150,20,2021,3000
Wipro,XY,Canada,HR,S6,165000,78,180,25,2019,5000
Wipro,PQ,France,RandD,S3,175000,93,120,35,2018,6000
Capgemini,NULL,Japan,consulting,S4,150000,99,100,15,2022,8000
Wipro,LM,UAE,NULL,S1,115000,83,135,30,2017,7000
HCL,PQ,Australia,testing,S7,100000,84,150,40,2017,8000
Accenture,BC,US,NULL,S3,150000,78,270,20,2016,5000
Infosys,LM,US,consulting,S2,115000,84,210,20,2018,3000
Oracle,LM,France,consulting,S2,150000,97,135,45,2019,6000
Oracle,BC,France,Finance,S1,200000,99,120,15,2016,7000
Oracle,NULL,Australia,administration,S2,165000,95,100,20,2016,8000
TATA,PQ,Canada,RandD,S2,115000,85,180,15,2021,4000
Oracle,XX,UAE,Finance,S2,150000,78,120,45,2016,10000
Capgemini,PQ,Japan,RandD,S5,100000,90,100,50,2019,4000
Capgemini,BC,US,Finance,S2,175000,97,135,40,2018,8000
Wipro,XX,Japan,ITandInfrastructure,S2,115000,92,150,15,2020,6000
Genpact,AB,Japan,testing,S1,150000,94,135,20,2022,8000
IBM,NN,India,administration,S2,200000,82,120,30,2021,5000
Capgemini,LM,India,consulting,NULL,115000,86,120,50,2022,9000
IBM,BC,Germany,Finance,NULL,100000,71,180,20,2022,4000
Infosys,PQ,France,NULL,S7,100000,84,270,40,2021,9000
Zogho,XY,UAE,HR,NULL,150000,78,100,35,2018,3000
HCL,NN,India,administration,NULL,150000,77,100,30,2017,8000
Wipro,NN,Japan,RandD,S1,165000,83,135,40,2018,6000
Oracle,LM,UK,administration,S5,200000,89,150,30,2016,9000
Infosys,LM,Canada,testing,S3,165000,93,135,45,2019,8000
HCL,XY,India,NULL,S3,150000,83,180,45,2021,6000
Genpact,NN,Canada,consulting,NULL,115000,88,135,45,2017,9000
Accenture,PQ,India,HR,S7,200000,75,210,50,2019,3000
Capgemini,AB,US,ITandInfrastructure,S3,115000,96,150,40,2022,3000
IBM,BC,US,RandD,S4,100000,79,120,20,2019,9000
Genpact,XX,India,administration,S5,115000,89,210,20,2019,4000
Accenture,PQ,Canada,RandD,S4,100000,75,100,15,2020,7000
Oracle,LM,UK,testing,S4,165000,93,180,15,2016,4000
Wipro,XX,UK,consulting,S7,100000,94,270,40,2016,8000
TATA,XX,Canada,RandD,S2,200000,82,120,20,2021,9000
IBM,NN,UAE,Finance,S5,125000,79,210,25,2017,9000
Infosys,BC,Japan,consulting,NULL,100000,90,150,15,2019,6000
TATA,BC,Japan,ITandInfrastructure,S2,125000,72,135,45,2020,10000
Capgemini,NN,Australia,Finance,NULL,200000,97,135,40,2018,6000
TATA,AB,Germany,ITandInfrastructure,S6,115000,86,150,45,2018,5000
HCL,LM,Australia,ITandInfrastructure,S1,115000,88,150,25,2019,9000
Wipro,AB,US,HR,S6,115000,71,210,35,2018,8000
Oracle,XY,US,administration,S5,150000,96,180,45,2016,9000
Wipro,NN,UAE,consulting,S4,200000,96,210,45,2020,8000
Oracle,XX,UAE,testing,NULL,175000,72,150,25,2022,9000
Genpact,XX,India,Finance,S7,125000,79,120,35,2017,9000
Oracle,AB,Australia,Finance,S3,100000,80,150,20,2016,4000
Infosys,PQ,Australia,HR,S5,165000,97,210,40,2020,5000
Infosys,BC,UAE,ITandInfrastructure,S6,125000,82,180,20,2016,4000
Accenture,AB,UK,administration,NULL,125000,87,180,30,2022,4000
Wipro,NULL,Australia,RandD,S7,175000,72,210,20,2019,7000
HCL,NULL,France,RandD,S6,200000,73,210,30,2017,8000
Infosys,XY,Australia,HR,S4,200000,78,135,35,2020,4000
Genpact,BC,Germany,testing,S5,125000,70,100,40,2016,9000
Infosys,NN,India,ITandInfrastructure,S4,175000,70,100,15,2018,6000
HCL,LM,France,Finance,S5,100000,98,180,25,2017,6000
Genpact,XY,India,ITandInfrastructure,S6,150000,100,120,30,2021,3000
Oracle,PQ,Canada,RandD,S2,125000,100,180,20,2020,5000
Wipro,BC,Germany,administration,S2,165000,95,180,45,2017,5000
Oracle,NULL,US,consulting,S1,165000,88,210,20,2021,5000
Capgemini,NULL,France,NULL,NULL,125000,90,210,45,2018,9000
Accenture,LM,Australia,ITandInfrastructure,S3,200000,78,150,25,2019,8000
IBM,LM,Australia,ITandInfrastructure,S7,115000,90,135,45,2022,5000
Zogho,BC,US,consulting,S7,125000,75,210,30,2022,6000
IBM,NN,Australia,Finance,S3,175000,82,210,50,2017,3000
Infosys,BC,UK,Finance,S5,200000,71,120,45,2019,4000
Oracle,BC,Australia,ITandInfrastructure,S5,175000,82,210,50,2021,5000
Capgemini,NN,UAE,RandD,NULL,150000,74,150,25,2019,6000
Wipro,LM,UAE,NULL,S1,175000,92,270,45,2021,10000
Capgemini,BC,Canada,NULL,S7,165000,91,100,25,2019,5000
Accenture,NN,Japan,ITandInfrastructure,S3,175000,86,270,25,2022,9000
Accenture,LM,US,consulting,S2,100000,78,210,20,2018,8000
IBM,LM,Australia,testing,S6,150000,80,270,50,2016,4000
Wipro,AB,France,RandD,S7,165000,85,150,25,2020,9000
Genpact,BC,UK,ITandInfrastructure,S3,115000,86,150,45,2020,4000
Genpact,NN,France,testing,S1,150000,77,180,35,2016,9000
TATA,AB,France,ITandInfrastructure,S5,200000,91,150,50,2019,4000
Infosys,BC,UAE,HR,S2,125000,81,120,30,2021,9000
HCL,NN,UAE,testing,S3,115000,90,150,15,2017,4000
TATA,NULL,UAE,NULL,NULL,100000,91,150,15,2022,5000
Zogho,BC,Australia,testing,S4,175000,83,135,15,2020,9000
Infosys,BC,UK,HR,NULL,175000,76,180,20,2018,3000
Zogho,LM,Germany,testing,S3,115000,96,100,15,2022,7000
Capgemini,XY,UAE,ITandInfrastructure,S4,165000,89,270,35,2021,7000
Capgemini,XX,Australia,ITandInfrastructure,NULL,150000,76,180,20,2020,9000
Oracle,NN,France,NULL,S7,125000,93,210,30,2020,7000
Infosys,XY,Japan,HR,S6,175000,87,180,35,2022,9000
TATA,PQ,UK,HR,S6,175000,73,135,15,2020,9000
Genpact,BC,UK,NULL,S4,150000,72,210,15,2016,10000
TATA,AB,India,testing,S6,100000,70,135,40,2016,5000
Infosys,NULL,Canada,HR,NULL,175000,90,210,50,2022,8000
HCL,LM,Australia,administration,S4,125000,72,135,15,2019,9000
Wipro,XX,India,testing,S6,150000,95,150,25,2022,9000
IBM,XX,US,Finance,S1,165000,86,210,40,2016,8000
TATA,AB,UAE,RandD,S3,115000,100,270,35,2018,4000
TATA,AB,Japan,testing,S7,100000,78,270,45,2020,7000
TATA,PQ,Canada,RandD,S2,115000,84,120,40,2017,8000
HCL,AB,Japan,HR,NULL,125000,94,120,35,2016,8000
Infosys,AB,UK,HR,S5,150000,85,180,45,2020,7000
Wipro,BC,UAE,HR,S2,165000,74,150,25,2016,10000
HCL,XY,India,consulting,NULL,115000,71,150,45,2018,9000
HCL,NULL,Japan,consulting,S6,165000,100,180,50,2018,5000
Genpact,PQ,Japan,RandD,S4,200000,95,150,20,2019,3000
Genpact,LM,UK,ITandInfrastructure,S5,175000,100,150,30,2017,4000
Accenture,NN,Australia,testing,S5,175000,82,270,45,2017,3000
Capgemini,AB,Germany,ITandInfrastructure,S4,115000,78,210,50,2022,9000
Genpact,AB,UAE,HR,S1,165000,92,100,25,2019,4000
TATA,AB,Japan,RandD,S7,175000,92,180,25,2018,9000
Wipro,BC,UAE,testing,S5,125000,79,270,40,2018,6000
Wipro,XY,France,HR,S3,200000,97,120,15,2016,9000
IBM,XY,UK,Finance,S5,100000,83,135,50,2018,8000
Genpact,XY,India,consulting,S3,175000,82,100,30,2020,10000
Wipro,LM,US,Finance,S1,200000,73,120,35,2016,10000
TATA,AB,India,Finance,S3,100000,98,180,20,2020,10000
Wipro,XX,Japan,ITandInfrastructure,S2,175000,84,100,15,2017,9000
TATA,NN,UK,RandD,S6,100000,80,210,30,2017,9000
Genpact,BC,US,Finance,S5,150000,82,120,50,2022,10000
Capgemini,NULL,Australia,ITandInfrastructure,NULL,165000,83,180,50,2021,7000
Oracle,LM,UAE,administration,S1,125000,87,120,35,2020,8000
Genpact,LM,France,RandD,S4,115000,81,210,35,2022,6000
HCL,LM,France,Finance,S1,175000,91,270,35,2018,6000
Wipro,AB,France,ITandInfrastructure,S6,165000,70,120,20,2022,10000
TATA,PQ,France,HR,NULL,175000,92,270,35,2021,7000
Accenture,XY,India,administration,S4,115000,100,135,45,2017,7000
Capgemini,BC,France,Finance,NULL,200000,77,270,20,2021,9000
Zogho,PQ,UK,administration,S5,165000,73,120,40,2018,8000
Wipro,NN,India,consulting,S3,100000,78,100,45,2022,8000
HCL,NULL,India,RandD,S7,115000,95,210,45,2016,4000
Infosys,LM,France,NULL,S3,165000,75,120,50,2020,8000
IBM,PQ,India,HR,S3,150000,77,135,15,2021,8000
Wipro,XX,Australia,NULL,S4,165000,79,210,20,2017,3000
IBM,XX,India,RandD,S7,100000,99,100,45,2019,10000
HCL,XX,France,Finance,S1,100000,87,100,15,2019,10000
Infosys,AB,UAE,administration,S7,150000,89,210,35,2017,10000
Infosys,BC,US,RandD,S6,150000,81,100,50,2017,4000
Infosys,XY,Australia,administration,S5,200000,81,180,30,2018,5000
IBM,XX,Germany,NULL,S7,100000,84,180,15,2017,5000
Wipro,NULL,Australia,consulting,NULL,125000,74,210,30,2020,3000
Accenture,LM,Japan,NULL,S4,100000,80,100,30,2021,6000
Infosys,BC,Germany,NULL,S6,165000,91,120,45,2021,5000
HCL,AB,Australia,RandD,NULL,100000,92,100,40,2022,5000
Oracle,XY,Japan,NULL,S2,115000,97,120,30,2022,10000
Genpact,PQ,Germany,Finance,S1,200000,89,100,40,2019,6000
HCL,AB,France,RandD,NULL,100000,70,100,20,2018,10000
IBM,AB,India,ITandInfrastructure,S3,115000,85,180,20,2021,9000
Infosys,XX,France,HR,NULL,125000,86,270,15,2018,4000
Wipro,NULL,Australia,RandD,S7,175000,99,100,15,2016,9000
HCL,PQ,Canada,testing,S6,200000,92,180,50,2019,10000
IBM,NULL,India,NULL,S1,125000,97,210,30,2021,4000
Accenture,AB,US,testing,S5,175000,92,100,15,2020,6000
HCL,NN,UK,RandD,S4,165000,98,180,25,2021,10000
Genpact,PQ,Australia,consulting,S3,100000,81,120,35,2018,8000
Accenture,NN,Japan,consulting,S1,100000,81,180,15,2022,6000
Accenture,NN,US,testing,S4,175000,89,135,40,2022,4000
Genpact,PQ,India,HR,S4,150000,84,120,25,2018,6000
Accenture,PQ,France,ITandInfrastructure,S7,150000,76,150,35,2019,4000
IBM,LM,UK,testing,S3,100000,77,120,20,2018,7000
Capgemini,AB,UAE,NULL,S1,100000,77,180,35,2019,3000
Infosys,PQ,US,RandD,NULL,150000,72,100,25,2022,5000
Wipro,BC,UK,consulting,S1,100000,76,100,45,2019,5000
Infosys,XX,US,NULL,S5,115000,97,120,50,2016,3000
IBM,XY,Australia,NULL,NULL,175000,84,135,50,2021,9000
IBM,XX,UK,testing,S2,200000,95,210,40,2018,9000
TATA,PQ,Canada,Finance,S5,175000,92,270,25,2022,10000
Genpact,PQ,India,HR,S2,175000,86,135,35,2021,10000
Accenture,AB,UK,NULL,S2,165000,90,120,30,2018,3000
Oracle,PQ,UAE,HR,NULL,100000,98,270,40,2022,7000
Infosys,NULL,Australia,Finance,S2,175000,84,100,20,2020,7000
TATA,BC,France,testing,S6,175000,79,270,40,2017,10000
Capgemini,XY,UK,NULL,S1,150000,74,180,25,2019,8000
Genpact,LM,Australia,RandD,S4,165000,77,150,50,2018,8000
IBM,XY,UK,RandD,S2,150000,82,210,15,2019,4000
TATA,NULL,UAE,NULL,S6,115000,86,100,25,2018,4000
Capgemini,XX,Canada,testing,S2,100000,74,180,25,2018,3000
Accenture,BC,Australia,consulting,S3,175000,92,210,20,2017,3000
Wipro,NULL,UAE,RandD,S2,125000,77,180,35,2017,9000
TATA,NN,Germany,NULL,S7,125000,95,270,50,2019,5000
Wipro,NN,Canada,NULL,NULL,165000,74,120,40,2017,9000
Wipro,PQ,Japan,consulting,S2,115000,92,120,40,2016,8000
Oracle,NN,Germany,NULL,S6,175000,92,120,15,2021,9000
Capgemini,XX,India,ITandInfrastructure,S6,175000,86,210,30,2019,3000
Wipro,PQ,UK,consulting,NULL,165000,100,150,50,2019,9000
IBM,PQ,UAE,administration,S2,165000,94,135,35,2017,8000
IBM,PQ,Canada,testing,S7,175000,73,100,35,2019,4000
Capgemini,LM,Japan,RandD,S7,200000,90,210,15,2022,3000
Accenture,NULL,Germany,RandD,S3,175000,92,210,50,2021,3000
Infosys,NULL,India,HR,S5,125000,76,120,15,2021,3000
IBM,XY,Canada,ITandInfrastructure,S3,165000,83,120,25,2021,8000
Genpact,AB,Germany,administration,NULL,125000,77,150,30,2016,7000
Infosys,NULL,France,NULL,S5,125000,92,270,40,2018,8000
Infosys,XY,UK,consulting,S5,150000,79,100,25,2019,8000
Infosys,PQ,Japan,testing,S4,165000,82,150,35,2022,10000
Oracle,NULL,Germany,HR,S1,165000,76,135,25,2019,8000
Oracle,XY,Japan,testing,S4,175000,96,135,40,2017,10000
IBM,BC,US,NULL,S7,115000,78,270,45,2018,3000
Capgemini,XY,Japan,NULL,S2,115000,87,100,25,2019,10000
HCL,NULL,Germany,RandD,S7,150000,90,270,45,2022,9000
Genpact,LM,Japan,HR,S5,150000,75,270,30,2021,8000
Infosys,AB,US,administration,S3,100000,95,270,50,2022,6000
HCL,XY,Canada,ITandInfrastructure,S7,200000,90,120,15,2022,10000
Zogho,AB,UAE,ITandInfrastructure,S2,115000,90,210,45,2019,5000
Capgemini,NN,France,administration,S2,125000,100,100,30,2021,8000
Zogho,BC,Canada,Finance,S4,125000,97,135,25,2018,8000
Wipro,PQ,Germany,NULL,NULL,175000,93,210,35,2016,9000
Capgemini,NN,Australia,Finance,S6,100000,78,100,50,2021,4000
Wipro,PQ,UK,administration,S3,150000,74,135,50,2019,10000
Capgemini,NULL,UAE,ITandInfrastructure,S4,125000,87,180,35,2021,10000
IBM,NULL,Canada,testing,S7,200000,86,210,50,2020,5000
HCL,BC,UK,administration,S2,175000,91,210,50,2019,9000
TATA,LM,Canada,ITandInfrastructure,S5,175000,77,100,30,2017,8000
Infosys,NULL,France,NULL,S7,150000,75,150,40,2019,8000
TATA,XX,India,ITandInfrastructure,S6,200000,77,270,45,2021,6000
Genpact,XX,US,testing,NULL,100000,73,150,25,2018,5000
Wipro,XX,France,consulting,NULL,200000,84,150,45,2022,8000
Wipro,NULL,France,NULL,S3,150000,100,150,20,2022,8000
Zogho,AB,Japan,HR,S6,125000,77,135,30,2018,10000
IBM,BC,France,NULL,S5,115000,74,270,15,2020,6000
IBM,LM,Canada,ITandInfrastructure,S3,165000,90,180,35,2022,7000
Zogho,PQ,Canada,administration,NULL,150000,94,135,40,2022,4000
Oracle,XY,India,administration,S7,100000,94,135,15,2019,6000
Zogho,NN,UK,consulting,S5,165000,81,100,25,2016,8000
TATA,LM,UK,RandD,NULL,100000,77,180,20,2017,10000
Accenture,PQ,Canada,HR,S3,115000,81,150,20,2018,6000
Wipro,PQ,Japan,RandD,S7,165000,98,180,35,2017,7000
Infosys,NULL,Japan,testing,NULL,125000,88,135,25,2021,5000
Oracle,AB,US,consulting,S2,125000,99,150,45,2021,5000
Zogho,NN,UK,ITandInfrastructure,S3,150000,96,270,50,2016,8000
Infosys,LM,Australia,consulting,S6,175000,72,210,30,2019,7000
Zogho,BC,Canada,testing,S6,200000,84,135,35,2022,5000
Oracle,NULL,Germany,ITandInfrastructure,S4,150000,95,180,15,2019,3000
Infosys,PQ,India,RandD,S4,165000,100,150,35,2019,8000
IBM,BC,Australia,consulting,S6,200000,86,150,20,2019,10000
Infosys,LM,Australia,administration,S3,125000,98,180,20,2022,4000
Infosys,LM,Germany,ITandInfrastructure,S6,150000,71,100,20,2020,8000
Genpact,XX,Canada,administration,S2,115000,89,180,25,2021,4000
Infosys,AB,Australia,NULL,S7,115000,82,180,20,2021,7000
HCL,XY,UK,Finance,S2,200000,75,135,30,2020,6000
Infosys,XX,Japan,testing,S3,115000,87,100,45,2021,8000
Wipro,NN,India,HR,S2,165000,84,180,30,2021,9000
Genpact,NULL,France,ITandInfrastructure,S2,175000,93,270,35,2022,5000
Accenture,XX,Germany,NULL,S6,200000,91,135,30,2020,9000
HCL,XY,UK,NULL,S1,165000,95,100,15,2021,8000
IBM,LM,India,HR,S4,200000,88,210,45,2017,10000
IBM,XY,Australia,Finance,S2,115000,73,180,40,2017,8000
TATA,BC,Japan,HR,NULL,200000,77,135,30,2020,5000
TATA,XX,India,ITandInfrastructure,S1,115000,90,150,25,2018,10000
Capgemini,XX,UAE,testing,S4,200000,73,180,40,2017,9000
Capgemini,BC,India,administration,S5,200000,93,210,25,2018,9000
Zogho,NN,UK,HR,NULL,150000,91,150,15,2018,9000
Genpact,XY,Australia,administration,S2,115000,91,270,15,2016,7000
Wipro,XY,Canada,consulting,S5,150000,99,210,45,2016,8000
Oracle,XY,UK,RandD,S2,125000,98,120,30,2019,4000
TATA,LM,US,testing,S3,165000,81,210,20,2017,3000
Oracle,XX,India,HR,S4,165000,88,120,20,2021,7000
